,lfd,Ort,GID,LONG,LAT,grid_chr,grid_num,romanNr,trayNr,count,n_places,new
2333,1608,Freudenberg,129703,9.32533,49.75145,Y',22,II,55,1,1,129703
1896,1639,Hemsbach,130279,8.64707,49.59198,a',18,II,57,2,1,130279
1901,1638,Laudenbach,130756,8.65434,49.6119,a',18,II,57,2,1,130756
2315,1697,Hornbach (Hettingenbeuern),130438,9.29012,49.591,a',22,II,57,4,1,130438
2317,1641,Rippberg,127552,9.29762,49.62253,a',22,II,57,4,1,127552
2324,1640,Gottersdorf,130367,9.31064,49.63751,a',22,II,57,4,1,130367
2328,1642,Gerolzahn,127396,9.31895,49.62645,a',22,II,57,4,1,127396
1736,"1592, 1593","Mannheim-Sandhofen, Mannheim-Sandhofen","128628, 128628",8.44789,49.5433,b',17,II,58,5,2,128628
1772,1595,Siedlung Schönau (Mannheim),128699,8.47602,49.54338,b',17,II,58,5,1,128699
1774,1594,Mannheim-Waldhof (Luzenberg),127405,8.47981,49.52527,b',17,II,58,5,1,127405
1793,1677,Mannheim-Gartenstadt,133061,8.50016,49.5305,b',17,II,58,5,1,133061
1807,"1675, 1676","Mannheim-Käfertal, Mannheim-Käfertal","130528, 130528",8.51715,49.51259,b',18,II,58,8,2,130528
1868,1674,Heddesheim,128321,8.60327,49.50529,b',18,II,58,8,1,128321
1905,1673,Großsachsen,130589,8.6595,49.51193,b',18,II,58,8,1,130589
1907,1672,Sulzbach,128136,8.661,49.57763,b',18,II,58,8,1,128136
1911,1679,Lützelsachsen,133395,8.66627,49.52737,b',18,II,58,8,1,133395
1918,1680,Hohensachsen,129259,8.66935,49.51919,b',18,II,58,8,1,129259
1919,1678,Weinheim,129141,8.67068,49.55495,b',18,II,58,8,1,129141
1956,1681,Rippenweier,129137,8.70861,49.50646,b',19,II,58,4,1,129137
1975,1682,Oberflockenbach,128525,8.73109,49.51102,b',19,II,58,4,1,128525
1985,1683,Steinklingen,133863,8.74393,49.51166,b',19,II,58,4,1,133863
2037,1684,Eitersbach,130177,8.80869,49.50208,b',19,II,58,4,1,130177
2193,1685,Friedrichsdorf,130255,9.054,49.52034,b',21,II,58,6,1,130255
2232,1686,Reisenbach,133818,9.12415,49.50336,b',21,II,58,6,1,133818
2246,1687,Scheidental,128503,9.15106,49.50744,b',21,II,58,6,1,128503
2247,1688,Schloßau,132162,9.15226,49.53935,b',21,II,58,6,1,132162
2249,1689,Waldauerbach,129171,9.15798,49.52591,b',21,II,58,6,1,129171
2258,1690,Mörschenhardt,132780,9.17211,49.56893,b',21,II,58,6,1,132780
2267,1691,Donebach,133779,9.19217,49.56113,b',22,II,58,7,1,133779
2273,1693,Mudau-Langenelz,134142,9.20495,49.51744,b',22,II,58,7,1,134142
2274,1692,Mudau,130881,9.20615,49.53336,b',22,II,58,7,1,130881
2288,1696,Steinbach,132849,9.24327,49.54854,b',22,II,58,7,1,132849
2306,1695,Unterneudorf,130207,9.27534,49.52921,b',22,II,58,7,1,130207
2334,1694,Buchen,128376,9.32603,49.52041,b',22,II,58,7,1,128376
2336,1698,Hainstadt,128104,9.33082,49.53905,b',22,II,58,7,1,128104
1758,1596,Mannheim,127642,8.46678,49.4865,c',17,II,59,4,1,127642
1783,"1597, 1598, 1599","Mannheim-Neckarau, Neckarau, Neckarau","131400, 131400, 131400",8.49104,49.45335,c',17,II,59,4,3,131400
1818,1737,Rheinau,127414,8.53056,49.42924,c',18,II,59,12,1,127414
1823,1729,Feudenheim,130436,8.53299,49.4864,c',18,II,59,12,1,130436
1833,1728,Wennheim-Wallstadt,132435,8.5484,49.4957,c',18,II,59,12,1,132435
1844,1733,Seckenheim,127455,8.56313,49.46724,c',18,II,59,12,1,127455
1846,1730,Ilvesheim,129324,8.56668,49.47129,c',18,II,59,12,1,129324
1856,1734,Mannheim-Friedrichsfeld,131943,8.57534,49.44026,c',18,II,59,12,1,131943
1866,1732,Neckarhausen,131667,8.60233,49.46433,c',18,II,59,12,1,131667
1872,1731,Ladenburg,130353,8.61098,49.47244,c',18,II,59,12,1,130353
1874,1735,Edingen,131484,8.61196,49.44847,c',18,II,59,12,1,131484
1903,1739,Leutershausen,128675,8.65616,49.49821,c',18,II,59,12,1,128675
1909,1740,Schrießheim,127938,8.66514,49.47649,c',18,II,59,12,1,127938
1916,1741,Dossenheim,133496,8.66806,49.44988,c',18,II,59,12,1,133496
1933,1742,Handschuhsheim,131234,8.68613,49.42774,c',19,II,59,11,1,131234
1969,1748,Ursenbach,131624,8.72439,49.49399,c',19,II,59,11,1,131624
1979,1747,Altenbach / Schriesheim,132048,8.73843,49.48622,c',19,II,59,11,1,132048
1993,"1745, 1746","Peterstal (keine eigene GID, gleiche wie Wilhelmsfeld), Wilhelmsfeld","128910, 128910",8.7544,49.47018,c',19,II,59,11,2,128910
1999,1744,Ziegelhausen,131087,8.75688,49.41876,c',19,II,59,11,1,131087
2005,1749,Lampenhain,131928,8.76294,49.49811,c',19,II,59,11,1,131928
2028,1750,Heiligkreuzsteinach,127889,8.79709,49.48538,c',19,II,59,11,1,127889
2034,1752,Altneudorf,131138,8.80481,49.46366,c',19,II,59,11,1,131138
2038,1753,Schönau bei Heidelberg,131677,8.80977,49.43706,c',19,II,59,11,1,131677
2049,1751,Heddesbach,129540,8.82774,49.48208,c',19,II,59,11,1,129540
2068,"1738, 1754","Mannheim-Rheinau, Brombach (bei Hirschhorn)","127414, 127423",8.8675,49.48863,c',20,II,59,9,2,"127414, 127423"
2102,1761,Moosbrunn,129574,8.92878,49.42533,c',20,II,59,9,1,129574
2114,1755,Igelsbach,129547,8.94534,49.46217,c',20,II,59,9,1,129547
2115,1758,Pleutersbach,128293,8.95293,49.45367,c',20,II,59,9,1,128293
2119,"1759, 1760","Allemühl, Allemühl","128822, 128822",8.95618,49.42613,c',20,II,59,9,2,128822
2146,1756,Eberbach,133907,8.98755,49.46322,c',20,II,59,9,1,133907
2157,1757,Rockenau,131220,8.99904,49.44673,c',20,II,59,9,1,131220
2192,1764,Oberdielbach,129754,9.05361,49.44781,c',21,II,59,10,1,129754
2194,1768,Waldkatzenbach,127745,9.05484,49.45603,c',21,II,59,10,1,127745
2207,1763,Stümpfelbrunn,544220,9.07574,49.4645,c',21,II,59,10,1,544220
2210,1765,Schollbrunn,131851,9.07962,49.43431,c',21,II,59,10,1,131851
2218,1771,Mülben,133324,9.09946,49.46414,c',21,II,59,10,1,133324
2243,1770,Wagenschwend,128433,9.14637,49.47256,c',21,II,59,10,1,128433
2245,1767,Fahrenbach,133043,9.14987,49.43091,c',21,II,59,10,1,133043
2252,1769,Robern,128233,9.16265,49.45394,c',21,II,59,10,1,128233
2257,1778,Trienz,128261,9.16956,49.44002,c',21,II,59,10,1,128261
2261,1774,Balsbach,133792,9.17362,49.47895,c',21,II,59,10,1,133792
2263,1777,Krumbach,128962,9.18402,49.45323,c',22,II,59,13,1,128962
2271,1779,Muckental,131256,9.20231,49.42474,c',22,II,59,13,1,131256
2276,1776,Limbach,131467,9.21181,49.46142,c',22,II,59,13,1,131467
2277,1773,Laudenberg,133047,9.21457,49.48066,c',22,II,59,13,1,133047
2282,1775,Scheringen,128725,9.23513,49.46663,c',22,II,59,13,1,128725
2283,1780,Rittersbach,128867,9.23597,49.42445,c',22,II,59,13,1,128867
2286,1772,Einbach,132879,9.24238,49.48477,c',22,II,59,13,1,132879
2290,1781,Heidersbach,127852,9.2468,49.45517,c',22,II,59,13,1,127852
2295,1782,Waldhausen,133560,9.25731,49.46733,c',22,II,59,13,1,133560
2313,1785,Kleineicholzheim,128006,9.28876,49.42893,c',22,II,59,13,1,128006
2314,1784,Großeicholzheim,131488,9.28966,49.44361,c',22,II,59,13,1,131488
2327,1783,Bödigheim,131802,9.31522,49.47408,c',22,II,59,13,1,131802
2337,1788,Seckach,131084,9.33368,49.44238,c',22,II,59,13,1,131084
1813,1820,Ketsch,128465,8.52432,49.3678,d',18,II,60,9,1,128465
1825,1814,Brühl,128407,8.53485,49.3951,d',18,II,60,9,1,128407
1853,1815,Schwetzingen,130511,8.57064,49.38567,d',18,II,60,9,1,130511
1859,1819,Oftersheim,128105,8.58107,49.36823,d',18,II,60,9,1,128105
1861,1816,Plankstadt,131403,8.59271,49.39179,d',18,II,60,9,1,131403
1882,1817,Eppelheim,130939,8.62885,49.40164,d',18,II,60,9,1,130939
1895,1822,Heidelberg-Pfaffengrund,129809,8.64698,49.40282,d',18,II,60,9,1,129809
1904,1818,Sandhausen,132572,8.65837,49.34236,d',18,II,60,9,1,132572
1913,1823,Heidelberg-Kirchheim,129260,8.66773,49.37837,d',18,II,60,9,1,129260
1934,"1825, 1826","Leimen, Leimen","132342, 132342",8.68891,49.34902,d',19,II,60,15,2,132342
1937,1824,Heidelberg-Rohrbach,130311,8.69,49.38005,d',19,II,60,15,1,130311
1953,"1736, 1821","Heidelberg, Heidelberg","132828, 132828",8.70819,49.41349,d',19,II,60,15,2,132828
1981,1827,Ochsenbach,128690,8.73932,49.33778,d',19,II,60,15,1,128690
1989,1832,Gaiberg,130625,8.75015,49.36606,d',19,II,60,15,1,130625
1996,1828,Gauangelloch,132551,8.75579,49.34078,d',19,II,60,15,1,132551
2004,1835,Schlierbach,131545,8.76062,49.41501,d',19,II,60,15,1,131545
2011,1833,Waldhilsbach,132952,8.77179,49.3721,d',19,II,60,15,1,132952
2015,1830,Bammental,131379,8.77604,49.35511,d',19,II,60,15,1,131379
2029,1834,Neckargemünd,128152,8.79751,49.39508,d',19,II,60,15,1,128152
2030,1829,Mauer,127622,8.79767,49.34127,d',19,II,60,15,1,127622
2033,1831,Wiesenbach,130918,8.80354,49.36103,d',19,II,60,15,1,130918
2053,1836,Dilsberg,128743,8.8362,49.39832,d',19,II,60,15,1,128743
2060,1841,Mönchzell,127914,8.85327,49.33612,d',20,II,60,17,1,127914
2061,1837,Mückenloch,131977,8.8554,49.3886,d',20,II,60,17,1,131977
2071,1839,Lobenfeld,133556,8.8718,49.35884,d',20,II,60,17,1,133556
2077,1762,Neckarhäuserhof,132058,8.88191,49.41513,d',20,II,60,17,1,132058
2079,1840,Spechbach,128372,8.88396,49.34588,d',20,II,60,17,1,128372
2083,1838,Waldwimmersbach,130862,8.89219,49.37538,d',20,II,60,17,1,130862
2095,1849,Epfenbach,130520,8.91088,49.33719,d',20,II,60,17,1,130520
2101,1848,Schönbrunn,132548,8.92851,49.41228,d',20,II,60,17,1,132548
2103,1846,Haag,129956,8.92912,49.39429,d',20,II,60,17,1,129956
2113,1842,Reichartshausen,133394,8.94509,49.35547,d',20,II,60,17,1,133394
2127,1845,Michelbach,133133,8.96532,49.37259,d',20,II,60,17,1,133133
2135,1847,Schwanheim,130105,8.97596,49.40194,d',20,II,60,17,1,130105
2139,1844,Unterschwarzach,131116,8.98202,49.36856,d',20,II,60,17,1,131116
2147,"1843, 1857","Aglasterhausen, Aglasterhausen-Daudenzell","134187, 134187",8.98981,49.35471,d',20,II,60,17,2,134187
2163,1850,Lindach,132165,9.00508,49.41658,d',20,II,60,17,1,132165
2165,1851,Neunkirchen,128712,9.00887,49.38789,d',20,II,60,17,1,128712
2173,1865,Breitenbronn,132419,9.02197,49.36483,d',21,II,60,16,1,132419
2175,1858,Asbach,131330,9.02562,49.34133,d',21,II,60,16,1,131330
2182,1852,Neckarkatzenbach,129765,9.03457,49.38441,d',21,II,60,16,1,129765
2187,1856,Mörtelstein,133965,9.04246,49.35708,d',21,II,60,16,1,133965
2189,1766,Zwingenberg,129451,9.04439,49.41287,d',21,II,60,16,1,129451
2196,1855,Binau,131916,9.0577,49.36658,d',21,II,60,16,1,131916
2203,1866,Neckargerach,129121,9.0708,49.40101,d',21,II,60,16,1,129121
2205,1853,Guttenbach,132238,9.07142,49.38983,d',21,II,60,16,1,132238
2214,1859,Obrigheim,130763,9.09608,49.35186,d',21,II,60,16,1,130763
2216,1854,Reichenbuch,128020,9.09708,49.39371,d',21,II,60,16,1,128020
2226,1860,Diedesheim,133558,9.11367,49.34933,d',21,II,60,16,1,133558
2233,1863,Nüstenbach,127410,9.12548,49.37329,d',21,II,60,16,1,127410
2240,1864,Lohrbach,132404,9.14183,49.4,d',21,II,60,16,1,132404
2242,1862,Mosbach,133718,9.14619,49.35501,d',21,II,60,16,1,133718
2253,1867,Neckarburken,132436,9.165,49.37662,d',21,II,60,16,1,132436
2254,1876,Sattelbach,133598,9.16732,49.40849,d',21,II,60,16,1,133598
2266,1868,Dallau,129544,9.19192,49.38655,d',22,II,60,9,1,129544
2279,1877,Sulzbach,128241,9.22127,49.35156,d',22,II,60,9,1,128241
2280,1875,Auerbach,132629,9.22666,49.39927,d',22,II,60,9,1,132629
2292,1874,Billigheim,127680,9.25406,49.34748,d',22,II,60,9,1,127680
2300,1872,Katzental,132695,9.26618,49.37338,d',22,II,60,9,1,132695
2304,1871,Unterschefflenz,128059,9.27076,49.39154,d',22,II,60,9,1,128059
2308,1870,Mittelschefflenz,134129,9.27967,49.40042,d',22,II,60,9,1,134129
2309,1869,Oberschefflenz,127520,9.28249,49.41626,d',22,II,60,9,1,127520
2310,1873,Waldmühlbach,132052,9.28262,49.36078,d',22,II,60,9,1,132052
2372,1601,Boxtal,127562,9.40146,49.76416,Y',23,II,88,4,1,127562
2377,1600,"Mondfeld, Krs. Tauberbischofsheim",130076,9.41656,49.7837,Y',23,II,88,4,1,130076
2392,1602,Grünenwört,129224,9.47135,49.77438,Y',23,II,88,4,1,129224
2404,1605,Wertheim-Bastenheid,128872,9.5029,49.78173,Y',23,II,88,4,1,128872
2416,1607,Wertheim-Eichel,131219,9.54093,49.76546,Y',24,II,88,4,1,131219
2424,1606,Bettingen,132826,9.5642,49.77261,Y',24,II,88,4,1,132826
2430,1604,Lindelbach,130614,9.58346,49.75732,Y',24,II,88,4,1,130614
2445,1603,Dertingen über Wertheim a.M.,128062,9.61957,49.7665,Y',24,II,88,4,1,128062
2346,"1616, 1617","Ebenheid, Ebenheid","128112, 128112",9.36095,49.7158,Z',23,II,89,10,2,128112
2360,1609,Rauenberg,132646,9.38407,49.74117,Z',23,II,89,10,1,132646
2375,1610,Wessental,128335,9.41215,49.73004,Z',23,II,89,10,1,128335
2386,1611,Sonderriet,130634,9.43938,49.71753,Z',23,II,89,10,1,130634
2389,1615,Nassig,132200,9.45146,49.73582,Z',23,II,89,10,1,132200
2391,1612,Hundheim,133241,9.46691,49.69109,Z',23,II,89,10,1,133241
2397,1614,Vockenrot,131988,9.48521,49.74816,Z',23,II,89,10,1,131988
2400,1613,Sachsenhausen,133833,9.49147,49.73223,Z',23,II,89,10,1,133833
2403,1621,Dörlesberg,130046,9.501,49.71273,Z',23,II,89,10,1,130046
2409,1618,Waldenhausen,130709,9.52298,49.74357,Z',24,II,89,14,1,130709
2410,1622,Külsheim,128944,9.5236,49.66947,Z',24,II,89,14,1,128944
2413,1619,Reicholzheim,128326,9.53393,49.72663,Z',24,II,89,14,1,128326
2417,1620,Bronnbach,133334,9.54654,49.71348,Z',24,II,89,14,1,133334
2425,1632,Urphar,132326,9.5706,49.74798,Z',24,II,89,14,1,132326
2426,"1623, 1624","Uissigheim, Uissigheim","133690, 133690",9.57194,49.67957,Z',24,II,89,14,2,133690
2437,1626,Gamburg,129161,9.59986,49.69382,Z',24,II,89,14,1,129161
2439,1631,Dietenhan,132611,9.6066,49.74297,Z',24,II,89,14,1,132611
2440,1628,Höhefeld,133307,9.60905,49.71271,Z',24,II,89,14,1,133307
2444,1627,Niklashausen,131806,9.6175,49.70453,Z',24,II,89,14,1,131806
2448,"1629, 1630","Kembach, Kembach","130626, 130626",9.62461,49.74217,Z',24,II,89,14,2,130626
2457,1625,Werbach,128766,9.63871,49.67029,Z',24,II,89,14,1,128766
2469,1635,Werbachhausen,128138,9.67954,49.67946,Z',25,II,89,5,1,128138
2474,1634,Wenkheim,132716,9.70149,49.70022,Z',25,II,89,5,1,132716
2480,1633,Steinbach,84346,9.72212,49.71075,Z',25,II,89,5,1,84346
2490,1636,Gerchsheim,129238,9.78301,49.70681,Z',25,II,89,5,1,129238
2495,1637,Schönfeld,129131,9.80069,49.67702,Z',25,II,89,5,1,129131
2342,1643,Reichenhardsachsen,128978,9.34508,49.64003,a',23,II,90,7,1,128978
2350,1648,Glashofen,133941,9.36648,49.62382,a',23,II,90,7,1,133941
2363,1649,Wettersdorf,129542,9.38743,49.63075,a',23,II,90,7,1,129542
2379,1646,Höpfingen,130243,9.42753,49.60185,a',23,II,90,7,1,130243
2381,1644,Dornberg,133085,9.42843,49.62542,a',23,II,90,7,1,133085
2393,1645,Hardheim,131797,9.47457,49.60804,a',23,II,90,7,1,131797
2396,1647,Steinfurt,132006,9.48425,49.64828,a',23,II,90,7,1,132006
2411,1656,Schweinberg,130297,9.52459,49.61864,a',24,II,90,10,1,130297
2431,1654,Gissigheim,132878,9.58726,49.59451,a',24,II,90,10,1,132878
2432,1650,Eiersheim,128684,9.58787,49.65953,a',24,II,90,10,1,128684
2435,1655,Königheim,133251,9.59419,49.61802,a',24,II,90,10,1,133251
2441,1658,Dienstadt,130580,9.61232,49.63373,a',24,II,90,10,1,130580
2453,"1651, 1743","Hochhausen, Heidelberg-Handschuhsheim","131241, 131234",9.63526,49.6621,a',24,II,90,10,2,"131234, 131241"
2455,1653,Dittwar,130184,9.63593,49.58974,a',24,II,90,10,1,130184
2460,1652,Impfingen,128637,9.65946,49.64719,a',24,II,90,10,1,128637
2462,1657,Tauberbischofsheim,129771,9.66553,49.62352,a',24,II,90,10,1,129771
2466,1662,Dittigheim,133428,9.67647,49.61035,a',25,II,90,11,1,133428
2473,1663,Distelhausen,128727,9.69353,49.59735,a',25,II,90,11,1,128727
2483,1659,Großrinderfeld,128225,9.73405,49.66558,a',25,II,90,11,1,128225
2484,1661,Grünsfeldhausen,132544,9.74055,49.62456,a',25,II,90,11,1,132544
2485,1664,Grünsfeld,130684,9.74656,49.6066,a',25,II,90,11,1,130684
2487,1660,Paimar,130104,9.75368,49.6402,a',25,II,90,11,1,130104
2489,1666,Krensheim,131375,9.78002,49.63781,a',25,II,90,11,1,131375
2492,1668,Ilmspan,127722,9.79016,49.66609,a',25,II,90,11,1,127722
2496,1665,Vilchband,129600,9.82424,49.58989,a',25,II,90,11,1,129600
2497,1667,Poppenhausen,131698,9.82622,49.63065,a',25,II,90,11,1,131698
2498,1671,Unterwittighausen,127916,9.83878,49.61344,a',25,II,90,11,1,127916
2499,"1669, 1670","Oberwittighausen, Oberwittighausen","129563, 129563",9.85164,49.62585,a',26,II,90,2,2,129563
2349,1699,Hettingen,134163,9.36644,49.5194,b',23,II,91,8,1,134163
2353,1704,Walldürn,132067,9.36793,49.58322,b',23,II,91,8,1,132067
2366,1700,Rinschheim,133202,9.39249,49.51369,b',23,II,91,8,1,133202
2387,1701,Altheim,130061,9.4436,49.51915,b',23,II,91,8,1,130061
2388,1702,Waldstetten,132613,9.44893,49.5647,b',23,II,91,8,1,132613
2398,1703,Bretzingen,131601,9.48682,49.57826,b',23,II,91,8,1,131601
2401,1705,Erfeld,129340,9.49597,49.55416,b',23,II,91,8,1,129340
2405,1709,Gerichtstetten,133647,9.5049,49.53499,b',23,II,91,8,1,133647
2412,1706,Pülfringen,127519,9.52624,49.58149,b',24,II,91,8,1,127519
2414,1710,Eubigheim,130742,9.53977,49.5018,b',24,II,91,8,1,130742
2421,1707,Brehmen,129351,9.55454,49.56839,b',24,II,91,8,1,129351
2423,1708,Buch,130376,9.55592,49.53858,b',24,II,91,8,1,130376
2434,1806,Uiffingen,128534,9.59227,49.50171,b',24,II,91,8,1,128534
2446,1712,Kupprichhausen-Lengenrieden,134059,9.62002,49.52627,b',24,II,91,8,1,134059
2450,1711,Epplingen,129154,9.62742,49.5054,b',24,II,91,8,1,129154
2456,1713,Heckfeld,128786,9.63713,49.55077,b',24,II,91,8,1,128786
2467,1725,Oberschüpf,133898,9.67687,49.52252,b',25,II,91,14,1,133898
2468,1714,Oberlauda,127479,9.67912,49.56608,b',25,II,91,14,1,127479
2472,1726,Unterschüpf,128686,9.68922,49.51437,b',25,II,91,14,1,128686
2475,1715,Lauda,134091,9.70203,49.5702,b',25,II,91,14,1,134091
2476,1724,Beckstein,130008,9.70422,49.54668,b',25,II,91,14,1,130008
2477,1727,Sachsenflur,133639,9.71,49.52377,b',25,II,91,14,1,133639
2479,1716,Gerlachsheim,132507,9.71775,49.57998,b',25,II,91,14,1,132507
2481,1717,Marbach,131648,9.7264,49.56581,b',25,II,91,14,1,131648
2482,1723,Königshofen,127954,9.73105,49.54759,b',25,II,91,14,1,127954
2486,1722,Unterbalbach,130685,9.74711,49.52779,b',25,II,91,14,1,130685
2488,1718,Kützbrunn,128911,9.76136,49.58159,b',25,II,91,14,1,128911
2491,1719,Messelhausen,130760,9.7887,49.5756,b',25,II,91,14,1,130760
2493,"1720, 1721","Oberbalbach, Oberbalbach","130868, 130868",9.7938,49.53997,b',25,II,91,14,2,130868
2351,1786,Eberstadt,133375,9.3666,49.47727,c',23,II,92,13,1,133375
2354,1787,Schlierstadt,128572,9.36816,49.45257,c',23,II,92,13,1,128572
2355,"1789, 1790","Zimmern, Zimmern","129638, 129638",9.37304,49.43313,c',23,II,92,13,2,129638
2367,1794,Götzingen,130009,9.39465,49.49693,c',23,II,92,13,1,130009
2370,"1796, 1797","Hemsbach, Hemsbach","131411, 131411",9.40014,49.42726,c',23,II,92,13,2,131411
2376,1798,Bofsheim,132566,9.41226,49.4714,c',23,II,92,13,1,132566
2380,1791,Osterburken,128415,9.42838,49.4308,c',23,II,92,13,1,128415
2390,1793,Sindolsheim,129673,9.45384,49.48715,c',23,II,92,13,1,129673
2394,1795,Rosenberg,130012,9.4752,49.45583,c',23,II,92,13,1,130012
2395,1792,Bronnacker,129623,9.48305,49.4446,c',23,II,92,13,1,129623
2402,1800,Hirschlanden,132817,9.50074,49.47297,c',23,II,92,13,1,132817
2407,1799,Hohenstadt,128219,9.51685,49.49168,c',24,II,92,11,1,128219
2415,1801,Berolzheim,132692,9.54042,49.4749,c',24,II,92,11,1,132692
2422,1805,Oberwittstadt,128976,9.55565,49.43027,c',24,II,92,11,1,128976
2429,1802,Schillingstadt,131156,9.57461,49.46035,c',24,II,92,11,1,131156
2436,1807,Angeltürn,127821,9.59726,49.48572,c',24,II,92,11,1,127821
2438,1803,Schwabhausen,131529,9.60196,49.45569,c',24,II,92,11,1,131529
2447,1804,Windischbuch,134092,9.62194,49.43593,c',24,II,92,11,1,134092
2451,1808,Wölchingen,132374,9.63011,49.48494,c',24,II,92,11,1,132374
2458,1809,Boxberg,132415,9.64298,49.48181,c',24,II,92,11,1,132415
2463,1811,Schweigern,127727,9.66576,49.49224,c',24,II,92,11,1,127727
2465,1812,Bobstadt,134100,9.67398,49.46607,c',24,II,92,11,1,134100
2471,1813,Assamstadt,129370,9.68738,49.42689,c',25,II,92,2,1,129370
2478,1810,Dainbach-Herold,133431,9.71553,49.49662,c',25,II,92,2,1,133431
2361,1879,Sennfeld,128009,9.38438,49.38045,d',23,II,93,6,1,128009
2365,1878,Adlesheim,133297,9.39101,49.40289,d',23,II,93,6,1,133297
2368,1882,Korb,130083,9.39732,49.35594,d',23,II,93,6,1,130083
2378,1880,Leibenstadt,130624,9.42028,49.36861,d',23,II,93,6,1,130624
2385,1881,Unterkessach,128827,9.43829,49.34571,d',23,II,93,6,1,128827
2406,1893,Merchingen,132776,9.50633,49.4003,d',23,II,93,6,1,132776
2408,1883,Hüngheim,128355,9.51823,49.41257,d',24,II,93,11,1,128355
2418,1892,Unterwittstadt,128896,9.54936,49.41004,d',24,II,93,11,1,128896
2419,1884,Ballenberg,132269,9.55086,49.40093,d',24,II,93,11,1,132269
2420,1885,Erlenbach,133983,9.5514,49.38553,d',24,II,93,11,1,133983
2428,1891,Winzenhofen,129536,9.57229,49.35628,d',24,II,93,11,1,129536
2433,1886,Oberndorf,131163,9.59181,49.40817,d',24,II,93,11,1,131163
2442,1890,Gommersdorf,129606,9.61253,49.36877,d',24,II,93,11,1,129606
2443,1887,Neunstetten,133029,9.61267,49.41114,d',24,II,93,11,1,133029
2452,1889,Krautheim,131526,9.63369,49.39159,d',24,II,93,11,1,131526
2461,1888,Horrenbach,128472,9.66028,49.40826,d',24,II,93,11,1,128472
2464,1894,Klepsau,132661,9.67156,49.38805,d',24,II,93,11,1,132661
53,232,Herbitzheim,32591,7.08355,49.01459,h',9,III,4,3,1,32591
60,231,Silzheim (Siltzheim),25426,7.09071,49.0616,h',9,III,4,3,1,25426
86,17,Örmingen (Oermingen),24198,7.12881,49.00062,h',9,III,4,3,1,24198
767,1,Dambach,31638,7.63179,49.00256,h',12,III,4,1,1,31638
867,3,Obersteinbach,32250,7.69364,49.03549,h',13,III,4,5,1,32250
897,4,Niedersteinbach,31553,7.71501,49.0295,h',13,III,4,5,1,31553
902,2,Wengelsbach,33081,7.71622,49.05104,h',13,III,4,5,1,33081
992,6,Lembach,24210,7.78942,49.00701,h',13,III,4,5,1,24210
1033,5,Wingen,35538,7.81729,49.02601,h',13,III,4,5,1,35538
1075,14,Klimbach (Climbach),26547,7.85041,49.01803,h',14,III,4,8,1,26547
1139,13,Kleeburg (Cleebourg),29688,7.89318,49.00093,h',14,III,4,8,1,29688
1167,7,Weißenburg-Weiler,35902,7.91271,49.0377,h',14,III,4,8,1,35902
1169,10,Rott,24185,7.91304,49.02495,h',14,III,4,8,1,24185
1180,11,Oberhoffen-lès-Wissembourg,30215,7.91832,49.01679,h',14,III,4,8,1,30215
1197,12,Steinselz (Steinseltz),25480,7.93035,49.0109,h',14,III,4,8,1,25480
1223,8,Weißenburg (Wissembourg),34284,7.9521,49.03733,h',14,III,4,8,1,34284
1241,9,Altenstadt,31989,7.96964,49.03158,h',14,III,4,8,1,31989
1639,1403,Daxlanden,544210,8.33737,49.0022,h',16,III,4,1,1,544210
13,16,Altweiler (Altwiller),27494,6.98122,48.93023,i',8,III,5,2,1,27494
16,15,Hinsingen,32391,6.99156,48.9525,i',8,III,5,2,1,32391
21,27,Bissert,35132,7.02465,48.94167,i',9,III,5,12,1,35132
27,26,Harskirchen,34648,7.0389,48.93409,i',9,III,5,12,1,34648
29,24,Keskastel,34046,7.04339,48.96955,i',9,III,5,12,1,34046
32,25,Schopperten,35269,7.05316,48.94524,i',9,III,5,12,1,35269
54,21,Saarwerden (Sarrewerden),34397,7.08411,48.9218,i',9,III,5,12,1,34397
56,"22, 23","Saarbuckenheim (Sarre-Union), Saarbuckenheim (Sarre-Union)","27946, 27946",7.08686,48.93919,i',9,III,5,12,2,27946
84,20,Rimsdorf,28214,7.12568,48.92923,i',9,III,5,12,1,28214
96,18,Völlerdingen (Voellerdingen),25773,7.14098,48.9622,i',9,III,5,12,1,25773
105,19,Domfessel,33035,7.15171,48.95143,i',9,III,5,12,1,33035
122,33,Mackweiler (Mackwiller),25300,7.17502,48.9258,i',9,III,5,12,1,25300
123,31,Lorenzen (Lorentzen),36376,7.1752,48.95249,i',9,III,5,12,1,36376
137,32,Diemeringen,29314,7.18685,48.94061,i',10,III,5,7,1,29314
140,28,Dehlingen,28850,7.19095,48.98016,i',10,III,5,7,1,28850
157,34,Waldhambach,28263,7.21529,48.92578,i',10,III,5,7,1,28263
165,29,Bütten (Butten),24228,7.2205,48.97095,i',10,III,5,7,1,24228
179,30,Ratzweiler (Ratzwiller),28908,7.23978,48.95501,i',10,III,5,7,1,28908
189,93,Weislingen,29239,7.25159,48.91879,i',10,III,5,7,1,29239
303,35,Rosteig,23512,7.33838,48.9327,i',10,III,5,7,1,23512
368,36,Wingen (Wingen-Sur-Moder),33046,7.38129,48.91753,i',11,III,5,3,1,33046
497,37,Reipertsweiler (Reipertswiller),27881,7.46373,48.93214,i',11,III,5,3,1,27881
